DATASET_TITLE,"Domestic Energy Consumption, 2011",,,,,,FROM,Jan-2011,Jan-2011,Jan-2011,Jan-2011,Jan-2011,Jan-2011,Jan-2011,Jan-2011,Jan-2011,Jan-2011
"E12000001","North East",,,"E06000047","Durham",,,3953339,730561,65270,3157508,217917,3352,10912,5982,214951,14689
"E12000001","North East",,,"E06000048","Northumberland",,,2295373,480939,95119,1719315,130841,3676,15585,6103,115211,14923
"E12000001","North East",,,"E08000020","Gateshead",,,1531365,277839,30288,1223238,84804,3276,6076,4985,85276,14344
"E12000001","North East",,,"E08000021","Newcastle upon Tyne",,,2033289,373385,70058,1589846,111346,3353,13084,5354,108507,14652
"E12000001","North East",,,"E08000022","North Tyneside",,,1586133,290379,31197,1264558,88825,3269,6415,4863,88524,14285
"E12000001","North East",,,"E08000023","South Tyneside",,,1113317,194532,11063,907722,62017,3137,2161,5120,67013,13545
"E12000001","North East",,,"E08000024","Sunderland",,,2155851,383696,28457,1743699,114726,3344,5994,4748,118508,14714
"E12000002","North West",,,"E06000006","Halton",,,846501,182293,10517,653691,48992,3721,1748,6017,52212,12520
"E12000002","North West",,,"E06000007","Warrington",,,1521241,313665,24165,1183412,82481,3803,4064,5946,84415,14019
"E12000002","North West",,,"E06000008","Blackburn with Darwen",,,1091279,201003,29925,860350,54668,3677,4758,6289,56381,15260
"E12000002","North West",,,"E06000009","Blackpool",,,1134634,222599,50075,861961,58690,3793,8577,5838,62180,13862
"E12000002","North West",,,"E06000049","Cheshire East",,,2928585,614304,109186,2205096,147383,4168,15928,6855,140123,15737
"E12000002","North West",,,"E06000050","Cheshire West and Chester",,,2423652,530223,67009,1826420,135178,3922,9781,6851,129749,14077
"E12000002","North West","E10000006","Cumbria","E07000026","Allerdale",,,723884,148852,38707,536325,39603,3759,5182,7469,36329,14763
"E12000002","North West","E10000006","Cumbria","E07000027","Barrow-in-Furness",,,505394,103259,13086,389048,30495,3386,2322,5636,31241,12453
"E12000002","North West","E10000006","Cumbria","E07000028","Carlisle",,,780002,161105,37920,580977,43799,3678,5295,7161,41160,14115
"E12000002","North West","E10000006","Cumbria","E07000029","Copeland",,,543588,105532,28630,409426,28684,3679,3797,7540,28026,14609
"E12000002","North West","E10000006","Cumbria","E07000030","Eden",,,270559,77455,49874,143231,18619,4160,5840,8540,9589,14937
"E12000002","North West","E10000006","Cumbria","E07000031","South Lakeland",,,832406,167485,79326,585594,43038,3892,10292,7708,38476,15220
"E12000002","North West","E10000017","Lancashire","E07000117","Burnley",,,692996,132206,14226,546563,37512,3524,2425,5867,38605,14158
"E12000002","North West","E10000017","Lancashire","E07000118","Chorley",,,824710,168555,20646,635510,43048,3916,3297,6262,42833,14837
"E12000002","North West","E10000017","Lancashire","E07000119","Fylde",,,646174,124173,33488,488512,31238,3975,5189,6454,30632,15948
"E12000002","North West","E10000017","Lancashire","E07000120","Hyndburn",,,628294,117281,15031,495981,33429,3508,2610,5759,34653,14313
"E12000002","North West","E10000017","Lancashire","E07000121","Lancaster",,,983213,196032,45369,741812,53902,3637,6940,6537,52709,14074
"E12000002","North West","E10000017","Lancashire","E07000122","Pendle",,,711005,129239,17525,564240,36363,3554,3036,5772,37765,14941
"E12000002","North West","E10000017","Lancashire","E07000123","Preston",,,982356,195518,34887,751951,52897,3696,5826,5988,53571,14037
"E12000002","North West","E10000017","Lancashire","E07000124","Ribble Valley",,,452733,95451,19748,337534,21945,4350,2421,8157,19923,16942
"E12000002","North West","E10000017","Lancashire","E07000125","Rossendale",,,594555,110142,13824,470589,28715,3836,2173,6362,29359,16029
"E12000002","North West","E10000017","Lancashire","E07000126","South Ribble",,,833307,169700,18754,644853,43860,3869,2968,6319,44729,14417
"E12000002","North West","E10000017","Lancashire","E07000127","West Lancashire",,,838493,180936,29115,628441,42915,4216,4199,6934,40473,15527
"E12000002","North West","E10000017","Lancashire","E07000128","Wyre",,,856722,171330,35410,649981,43538,3935,5462,6483,43651,14890
"E12000002","North West",,,"E08000001","Bolton",,,2091451,405875,66363,1619214,110758,3665,11362,5841,112636,14376
"E12000002","North West",,,"E08000002","Bury",,,1498374,284989,40377,1173008,75039,3798,6838,5905,76915,15251
"E12000002","North West",,,"E08000003","Manchester",,,3074152,673240,152335,2248577,188809,3566,25080,6074,176171,12764
"E12000002","North West",,,"E08000004","Oldham",,,1635502,316920,28893,1289690,88857,3567,4936,5853,87684,14708
"E12000002","North West",,,"E08000005","Rochdale",,,1561588,307518,34060,1220009,83853,3667,5728,5946,85898,14203
"E12000002","North West",,,"E08000006","Salford",,,1641977,353442,80583,1207953,96133,3677,13537,5953,90805,13303
"E12000002","North West",,,"E08000007","Stockport",,,2363561,443670,70525,1849365,114890,3862,12010,5872,115807,15969
"E12000002","North West",,,"E08000008","Tameside",,,1649750,332360,36611,1280779,93133,3569,6361,5755,93816,13652
"E12000002","North West",,,"E08000009","Trafford",,,1860887,352642,53300,1454945,88353,3991,9017,5911,90010,16164
"E12000002","North West",,,"E08000010","Wigan",,,2283040,469267,51717,1762057,130632,3592,9370,5519,132457,13303
"E12000002","North West",,,"E08000011","Knowsley",,,1003893,225434,9593,768866,60341,3736,1672,5737,61367,12529
"E12000002","North West",,,"E08000012","Liverpool",,,3151585,677306,77588,2396690,194597,3481,12267,6325,188761,12697
"E12000002","North West",,,"E08000013","St. Helens",,,1284885,267681,13483,1003720,74394,3598,2528,5333,75714,13257
"E12000002","North West",,,"E08000014","Sefton",,,2177826,440310,39541,1697975,117184,3757,6743,5864,115277,14730
"E12000002","North West",,,"E08000015","Wirral",,,2482975,514343,43895,1924736,138865,3704,7843,5597,136013,14151
"E12000003","Yorkshire and The Humber",,,"E06000010","Kingston upon Hull, City of",,,1787601,355592,50892,1381117,107613,3304,10895,4671,109536,12609
"E12000003","Yorkshire and The Humber",,,"E06000011","East Riding of Yorkshire",,,2528161,522374,96437,1909350,136249,3834,14838,6499,125417,15224
"E12000003","Yorkshire and The Humber",,,"E06000012","North East Lincolnshire",,,1173928,242357,24042,907529,67348,3599,4453,5399,68179,13311
"E12000003","Yorkshire and The Humber",,,"E06000013","North Lincolnshire",,,1204685,253046,26406,925233,68926,3671,4247,6218,64473,14351
"E12000003","Yorkshire and The Humber",,,"E06000014","York",,,1456536,274402,55855,1126279,76653,3580,10733,5204,76193,14782
"E12000003","Yorkshire and The Humber","E10000023","North Yorkshire","E07000163","Craven",,,440574,88119,28749,323706,22728,3877,3610,7964,20412,15859
"E12000003","Yorkshire and The Humber","E10000023","North Yorkshire","E07000164","Hambleton",,,538194,139537,39793,358864,33261,4195,6203,6415,23580,15219
"E12000003","Yorkshire and The Humber","E10000023","North Yorkshire","E07000165","Harrogate",,,1261800,259625,54212,947963,61931,4192,8289,6540,56135,16887
"E12000003","Yorkshire and The Humber","E10000023","North Yorkshire","E07000166","Richmondshire",,,292482,74650,29034,188797,18479,4040,4291,6766,12078,15632
"E12000003","Yorkshire and The Humber","E10000023","North Yorkshire","E07000167","Ryedale",,,295303,75812,29574,189917,18061,4198,4312,6858,12761,14883
"E12000003","Yorkshire and The Humber","E10000023","North Yorkshire","E07000168","Scarborough",,,867835,167460,49714,650661,48269,3469,9076,5478,45490,14303
"E12000003","Yorkshire and The Humber","E10000023","North Yorkshire","E07000169","Selby",,,538846,127772,33782,377292,31237,4090,5106,6616,25642,14714
"E12000003","Yorkshire and The Humber",,,"E08000016","Barnsley",,,1751774,334042,13643,1404089,98241,3400,2331,5853,99716,14081
"E12000003","Yorkshire and The Humber",,,"E08000017","Doncaster",,,2225324,445745,27087,1752491,125493,3552,4720,5739,123476,14193
"E12000003","Yorkshire and The Humber",,,"E08000018","Rotherham",,,1925904,369313,22421,1534171,106451,3469,3981,5632,108589,14128
"E12000003","Yorkshire and The Humber",,,"E08000019","Sheffield",,,3972966,740519,77931,3154516,216682,3418,14457,5391,215727,14623
"E12000003","Yorkshire and The Humber",,,"E08000032","Bradford",,,3975214,705985,101176,3168053,192417,3669,17611,5745,193426,16379
"E12000003","Yorkshire and The Humber",,,"E08000033","Calderdale",,,1714509,316625,49113,1348771,85802,3690,7916,6204,86370,15616
"E12000003","Yorkshire and The Humber",,,"E08000034","Kirklees",,,3294493,605882,67012,2621599,168507,3596,11842,5659,169471,15469
"E12000003","Yorkshire and The Humber",,,"E08000035","Leeds",,,5737260,1099441,214431,4423389,300745,3656,38103,5628,298553,14816
"E12000003","Yorkshire and The Humber",,,"E08000036","Wakefield",,,2447622,467506,57761,1922356,136570,3423,9823,5880,135528,14184
"E12000004","East Midlands",,,"E06000015","Derby",,,1737495,196636,199535,1341324,58189,3379,49081,4065,99186,13523
"E12000004","East Midlands",,,"E06000016","Leicester",,,2154318,275414,180510,1698394,83439,3301,44785,4031,116324,14601
"E12000004","East Midlands",,,"E06000017","Rutland",,,274981,30389,45598,198994,7632,3982,8307,5489,12172,16348
"E12000004","East Midlands",,,"E06000018","Nottingham",,,1989177,286796,192118,1510263,85421,3357,45197,4251,113969,13252
"E12000004","East Midlands","E10000007","Derbyshire","E07000032","Amber Valley",,,982090,111342,110102,760645,31654,3517,23357,4714,50849,14959
"E12000004","East Midlands","E10000007","Derbyshire","E07000033","Bolsover",,,574792,83348,41727,449717,24499,3402,9920,4206,31136,14444
"E12000004","East Midlands","E10000007","Derbyshire","E07000034","Chesterfield",,,799194,106253,60594,632347,33037,3216,15323,3954,45981,13752
"E12000004","East Midlands","E10000007","Derbyshire","E07000035","Derbyshire Dales",,,567527,62204,87303,418021,17224,3611,15782,5532,25022,16706
"E12000004","East Midlands","E10000007","Derbyshire","E07000036","Erewash",,,858977,94805,96169,668002,27856,3403,22515,4271,48085,13892
"E12000004","East Midlands","E10000007","Derbyshire","E07000037","High Peak",,,757404,138649,27285,591470,36189,3831,4246,6426,37067,15957
"E12000004","East Midlands","E10000007","Derbyshire","E07000038","North East Derbyshire",,,798838,114988,51506,632343,32741,3512,11061,4657,40844,15482
"E12000004","East Midlands","E10000007","Derbyshire","E07000039","South Derbyshire",,,659193,80972,84369,493852,21629,3744,17427,4841,34199,14441
"E12000004","East Midlands","E10000018","Leicestershire","E07000129","Blaby",,,736246,76673,83673,575901,20826,3682,18769,4458,37408,15395
"E12000004","East Midlands","E10000018","Leicestershire","E07000130","Charnwood",,,1242307,133934,138230,970143,38199,3506,31145,4438,65094,14904
"E12000004","East Midlands","E10000018","Leicestershire","E07000131","Harborough",,,652970,74262,93151,485556,18261,4067,17686,5267,29503,16458
"E12000004","East Midlands","E10000018","Leicestershire","E07000132","Hinckley and Bosworth",,,805168,84574,107903,612691,23466,3604,23931,4509,41956,14603
"E12000004","East Midlands","E10000018","Leicestershire","E07000133","Melton",,,353082,40803,58859,253420,10880,3750,11396,5165,17094,14825
"E12000004","East Midlands","E10000018","Leicestershire","E07000134","North West Leicestershire",,,691435,80328,92533,518575,21673,3706,18820,4917,33696,15390
"E12000004","East Midlands","E10000018","Leicestershire","E07000135","Oadby and Wigston",,,436629,43536,44383,348710,12457,3495,10285,4315,22030,15829
"E12000004","East Midlands","E10000019","Lincolnshire","E07000136","Boston",,,413463,55226,67421,290815,14983,3686,13392,5034,20820,13968
"E12000004","East Midlands","E10000019","Lincolnshire","E07000137","East Lindsey",,,829331,142137,156632,530562,36719,3871,28071,5580,37863,14013
"E12000004","East Midlands","E10000019","Lincolnshire","E07000138","Lincoln",,,646656,83099,65174,498382,25727,3230,16828,3873,39323,12674
"E12000004","East Midlands","E10000019","Lincolnshire","E07000139","North Kesteven",,,688261,92234,114334,481693,24809,3718,23111,4947,33540,14362
"E12000004","East Midlands","E10000019","Lincolnshire","E07000140","South Holland",,,558124,75124,103960,379040,18936,3967,20146,5160,26562,14270
"E12000004","East Midlands","E10000019","Lincolnshire","E07000141","South Kesteven",,,875289,117553,148382,609355,31480,3734,28423,5220,43091,14141
"E12000004","East Midlands","E10000019","Lincolnshire","E07000142","West Lindsey",,,604804,117318,57188,430298,30301,3872,10315,5544,29500,14586
"E12000004","East Midlands","E10000021","Northamptonshire","E07000150","Corby",,,449376,69952,29183,350241,19672,3556,6796,4294,25476,13748
"E12000004","East Midlands","E10000021","Northamptonshire","E07000151","Daventry",,,517874,72843,96731,348300,16719,4357,16940,5710,23056,15107
"E12000004","East Midlands","E10000021","Northamptonshire","E07000152","East Northamptonshire",,,604913,84739,81441,438732,21557,3931,15874,5130,30889,14204
"E12000004","East Midlands","E10000021","Northamptonshire","E07000153","Kettering",,,691993,94645,73134,524214,25927,3650,15764,4639,37462,13993
"E12000004","East Midlands","E10000021","Northamptonshire","E07000154","Northampton",,,1501023,205531,162258,1133234,57195,3594,37308,4349,85546,13247
"E12000004","East Midlands","E10000021","Northamptonshire","E07000155","South Northamptonshire",,,601801,83624,103314,414863,19305,4332,17744,5822,26805,15477
"E12000004","East Midlands","E10000021","Northamptonshire","E07000156","Wellingborough",,,558719,74441,57618,426661,20810,3577,12587,4578,31359,13606
"E12000004","East Midlands","E10000024","Nottinghamshire","E07000170","Ashfield",,,918576,124886,71697,721993,35886,3480,16753,4280,49831,14489
"E12000004","East Midlands","E10000024","Nottinghamshire","E07000171","Bassetlaw",,,765453,124942,80884,559627,33787,3698,16420,4926,38956,14366
"E12000004","East Midlands","E10000024","Nottinghamshire","E07000172","Broxtowe",,,879929,100965,84228,694736,29709,3398,19439,4333,46766,14856
"E12000004","East Midlands","E10000024","Nottinghamshire","E07000173","Gedling",,,931679,102937,102214,726528,28865,3566,22605,4522,46722,15550
"E12000004","East Midlands","E10000024","Nottinghamshire","E07000174","Mansfield",,,832602,109489,57507,665606,33110,3307,14200,4050,44476,14966
"E12000004","East Midlands","E10000024","Nottinghamshire","E07000175","Newark and Sherwood",,,829531,111686,100353,617492,30145,3705,20797,4825,41185,14993
"E12000004","East Midlands","E10000024","Nottinghamshire","E07000176","Rushcliffe",,,916261,97648,103330,715282,26046,3749,21435,4821,42846,16694
"E12000005","West Midlands",,,"E06000019","Herefordshire, County of",,,985986,259100,114358,612528,63668,4070,17016,6721,48975,12507
"E12000005","West Midlands",,,"E06000020","Telford and Wrekin",,,1108001,227591,37037,843373,61571,3696,6892,5374,64165,13144
"E12000005","West Midlands",,,"E06000021","Stoke-on-Trent",,,1836897,340117,58197,1438583,100563,3382,10446,5571,105689,13611
"E12000005","West Midlands",,,"E06000051","Shropshire",,,1738042,442295,154462,1141286,110630,3998,22124,6982,85528,13344
"E12000005","West Midlands","E10000028","Staffordshire","E07000192","Cannock Chase",,,732694,138787,29038,564869,36299,3823,5128,5663,38608,14631
"E12000005","West Midlands","E10000028","Staffordshire","E07000193","East Staffordshire",,,780698,94121,108266,578311,25684,3665,22880,4732,41177,14045
"E12000005","West Midlands","E10000028","Staffordshire","E07000194","Lichfield",,,788988,144413,42941,601634,35163,4107,7308,5876,37908,15871
"E12000005","West Midlands","E10000028","Staffordshire","E07000195","Newcastle-under-Lyme",,,955620,176486,30629,748505,48506,3638,5390,5683,49479,15128
"E12000005","West Midlands","E10000028","Staffordshire","E07000196","South Staffordshire",,,815310,163872,30915,620523,40208,4076,5138,6017,39820,15583
"E12000005","West Midlands","E10000028","Staffordshire","E07000197","Stafford",,,938287,182829,56200,699259,46560,3927,9488,5923,46419,15064
"E12000005","West Midlands","E10000028","Staffordshire","E07000198","Staffordshire Moorlands",,,734959,146882,31962,556115,37888,3877,5008,6382,35093,15847
"E12000005","West Midlands","E10000028","Staffordshire","E07000199","Tamworth",,,521005,71743,63501,385761,18919,3792,13192,4814,29150,13234
"E12000005","West Midlands","E10000031","Warwickshire","E07000218","North Warwickshire",,,457607,67116,55130,335361,16561,4053,10569,5216,22810,14702
"E12000005","West Midlands","E10000031","Warwickshire","E07000219","Nuneaton and Bedworth",,,899029,110076,105979,682974,30845,3569,23582,4494,49580,13775
"E12000005","West Midlands","E10000031","Warwickshire","E07000220","Rugby",,,733821,93477,93709,546636,24496,3816,19103,4905,37650,14519
"E12000005","West Midlands","E10000031","Warwickshire","E07000221","Stratford-on-Avon",,,798756,160096,116234,522426,36464,4391,17339,6704,35391,14762
"E12000005","West Midlands","E10000031","Warwickshire","E07000222","Warwick",,,1004994,126005,132057,746932,33723,3736,26596,4965,50726,14725
"E12000005","West Midlands","E10000034","Worcestershire","E07000234","Bromsgrove",,,750018,146255,30542,573221,34370,4255,4855,6291,34856,16445
"E12000005","West Midlands","E10000034","Worcestershire","E07000235","Malvern Hills",,,446252,113280,45178,287793,26715,4240,6495,6956,20717,13892
"E12000005","West Midlands","E10000034","Worcestershire","E07000236","Redditch",,,580670,119297,18814,442559,31170,3827,3736,5036,33978,13025
"E12000005","West Midlands","E10000034","Worcestershire","E07000237","Worcester",,,656957,136053,32644,488259,37189,3658,6190,5274,39341,12411
"E12000005","West Midlands","E10000034","Worcestershire","E07000238","Wychavon",,,734272,176809,66717,490746,41058,4306,9898,6740,35685,13752
"E12000005","West Midlands","E10000034","Worcestershire","E07000239","Wyre Forest",,,683257,148416,33158,501683,37935,3912,5917,5604,37186,13491
"E12000005","West Midlands",,,"E08000025","Birmingham",,,7281955,1355770,325995,5600190,362406,3741,59997,5434,380979,14699
"E12000005","West Midlands",,,"E08000026","Coventry",,,2165104,307161,204222,1653721,88380,3475,46305,4410,124433,13290
"E12000005","West Midlands",,,"E08000027","Dudley",,,2324694,428665,96252,1799777,116087,3693,17864,5388,128236,14035
"E12000005","West Midlands",,,"E08000028","Sandwell",,,2109507,394638,83956,1630914,111227,3548,16169,5192,121171,13460
"E12000005","West Midlands",,,"E08000029","Solihull",,,1665506,310829,81582,1273095,74653,4164,13854,5889,79950,15924
"E12000005","West Midlands",,,"E08000030","Walsall",,,1943433,370795,72394,1500244,97939,3786,13174,5495,103446,14503
"E12000005","West Midlands",,,"E08000031","Wolverhampton",,,1794194,330207,82099,1381888,90100,3665,15103,5436,95436,14480
"E12000006","East of England",,,"E06000031","Peterborough",,,1224757,183340,116239,925178,51626,3551,25912,4486,69943,13228
"E12000006","East of England",,,"E06000032","Luton",,,1317451,199705,96513,1021233,54924,3636,21308,4529,68880,14826
"E12000006","East of England",,,"E06000033","Southend-on-Sea",,,1376517,202179,112252,1062087,54154,3733,24839,4519,71358,14884
"E12000006","East of England",,,"E06000034","Thurrock",,,1009855,168050,118174,723631,41643,4035,23892,4946,55341,13076
"E12000006","East of England",,,"E06000055","Bedford",,,1074980,165913,116743,792324,44953,3691,22863,5106,55664,14234
"E12000006","East of England",,,"E06000056","Central Bedfordshire",,,1819302,287113,191347,1340842,71901,3993,36576,5231,93838,14289
"E12000006","East of England","E10000003","Cambridgeshire","E07000008","Cambridge",,,793067,115018,67204,610844,33252,3459,15340,4381,42885,14244
"E12000006","East of England","E10000003","Cambridgeshire","E07000009","East Cambridgeshire",,,489051,93096,74820,321135,23432,3973,12836,5829,22628,14192
"E12000006","East of England","E10000003","Cambridgeshire","E07000010","Fenland",,,627512,106792,81543,439177,27124,3937,15441,5281,31531,13928
"E12000006","East of England","E10000003","Cambridgeshire","E07000011","Huntingdonshire",,,1142579,177785,138585,826210,44950,3955,27312,5074,59148,13969
"E12000006","East of England","E10000003","Cambridgeshire","E07000012","South Cambridgeshire",,,892602,156214,133082,603306,37711,4142,22205,5993,39848,15140
"E12000006","East of England","E10000012","Essex","E07000066","Basildon",,,1231934,204605,119688,907640,51766,3953,23777,5034,67644,13418
"E12000006","East of England","E10000012","Essex","E07000067","Braintree",,,929996,158946,128387,642664,39413,4033,23065,5566,45782,14037
"E12000006","East of England","E10000012","Essex","E07000068","Brentwood",,,656394,103467,49291,503635,23592,4386,8729,5647,29314,17181
"E12000006","East of England","E10000012","Essex","E07000069","Castle Point",,,708303,109797,57766,540740,26215,4188,11227,5145,34581,15637
"E12000006","East of England","E10000012","Essex","E07000070","Chelmsford",,,1178790,195923,137202,845665,46422,4220,25053,5476,57579,14687
"E12000006","East of England","E10000012","Essex","E07000071","Colchester",,,1135060,188999,133542,812519,49715,3802,25989,5138,58966,13779
"E12000006","East of England","E10000012","Essex","E07000072","Epping Forest",,,1031502,195052,71774,764677,42576,4581,12030,5966,45887,16664
"E12000006","East of England","E10000012","Essex","E07000073","Harlow",,,558650,90891,44124,423635,25324,3589,10705,4122,33964,12473
"E12000006","East of England","E10000012","Essex","E07000074","Maldon",,,368669,72755,66347,229567,16355,4449,10548,6290,15984,14362
"E12000006","East of England","E10000012","Essex","E07000075","Rochford",,,650502,102862,52746,494894,24344,4225,10115,5215,30839,16048
"E12000006","East of England","E10000012","Essex","E07000076","Tendring",,,1016252,159743,123156,733354,44002,3630,23587,5221,54018,13576
"E12000006","East of England","E10000012","Essex","E07000077","Uttlesford",,,538808,99831,74331,364646,21777,4584,11734,6335,21942,16619
"E12000006","East of England","E10000015","Hertfordshire","E07000095","Broxbourne",,,669864,112379,62506,494978,27096,4147,12905,4844,34606,14303
"E12000006","East of England","E10000015","Hertfordshire","E07000096","Dacorum",,,1122316,178994,86990,856332,44819,3994,16823,5171,55102,15541
"E12000006","East of England","E10000015","Hertfordshire","E07000097","East Hertfordshire",,,1019874,163601,127405,728868,37354,4380,22308,5711,46226,15767
"E12000006","East of England","E10000015","Hertfordshire","E07000098","Hertsmere",,,841862,126670,66741,648451,28554,4436,12650,5276,38271,16944
"E12000006","East of England","E10000015","Hertfordshire","E07000099","North Hertfordshire",,,924688,152079,86983,685626,38981,3901,16279,5343,46353,14791
"E12000006","East of England","E10000015","Hertfordshire","E07000100","St Albans",,,1178281,188243,73002,917036,44822,4200,13627,5357,53845,17031
"E12000006","East of England","E10000015","Hertfordshire","E07000101","Stevenage",,,557426,101204,32685,423537,28340,3571,7303,4476,33190,12761
"E12000006","East of England","E10000015","Hertfordshire","E07000102","Three Rivers",,,763980,114747,58120,591113,25578,4486,10707,5428,33188,17811
"E12000006","East of England","E10000015","Hertfordshire","E07000103","Watford",,,646705,96582,56290,493834,25631,3768,12619,4461,32610,15144
"E12000006","East of England","E10000015","Hertfordshire","E07000104","Welwyn Hatfield",,,821121,136780,55857,628484,34716,3940,11193,4990,42029,14954
"E12000006","East of England","E10000020","Norfolk","E07000143","Breckland",,,665890,124723,147293,393874,31595,3948,25853,5697,30462,12930
"E12000006","East of England","E10000020","Norfolk","E07000144","Broadland",,,821604,136018,107338,578249,35726,3807,19327,5554,40778,14180
"E12000006","East of England","E10000020","Norfolk","E07000145","Great Yarmouth",,,568759,95698,94899,378161,26347,3632,18310,5183,31572,11978
"E12000006","East of England","E10000020","Norfolk","E07000146","King's Lynn and West Norfolk",,,807324,146838,199736,460751,37515,3914,33226,6011,34766,13253
"E12000006","East of England","E10000020","Norfolk","E07000147","North Norfolk",,,583843,103481,149933,330429,28413,3642,25331,5919,24939,13250
"E12000006","East of England","E10000020","Norfolk","E07000148","Norwich",,,891288,134017,75475,681795,44621,3003,19178,3936,57551,11847
"E12000006","East of England","E10000020","Norfolk","E07000149","South Norfolk",,,661523,123763,143465,394294,31595,3917,23955,5989,28613,13780
"E12000006","East of England","E10000029","Suffolk","E07000200","Babergh",,,519333,89937,100209,329187,22614,3977,16294,6150,23598,13950
"E12000006","East of England","E10000029","Suffolk","E07000201","Forest Heath",,,349171,62013,71701,215457,16238,3819,11278,6358,16869,12772
"E12000006","East of England","E10000029","Suffolk","E07000202","Ipswich",,,865072,129357,99243,636472,37620,3439,21747,4564,50815,12525
"E12000006","East of England","E10000029","Suffolk","E07000203","Mid Suffolk",,,443852,91587,123253,229011,22245,4117,19713,6252,18097,12655
"E12000006","East of England","E10000029","Suffolk","E07000204","St Edmundsbury",,,636821,109320,99106,428394,28498,3836,18145,5462,32378,13231
"E12000006","East of England","E10000029","Suffolk","E07000205","Suffolk Coastal",,,826213,133426,143441,549346,35019,3810,23511,6101,38777,14167
"E12000006","East of England","E10000029","Suffolk","E07000206","Waveney",,,797327,116640,105746,574941,33803,3451,21344,4954,45335,12682
"E12000007","London",,,"E09000001","City of London",,,59108,20112,5446,33550,4813,4179,968,5626,2656,12632
"E12000007","London",,,"E09000002","Barking and Dagenham",,,1056622,204138,78298,774185,57502,3550,15890,4928,65623,11797
"E12000007","London",,,"E09000003","Barnet",,,2900673,413232,231678,2255763,95332,4335,46688,4962,125890,17919
"E12000007","London",,,"E09000004","Bexley",,,1680662,337613,55988,1287061,84653,3988,9352,5987,88716,14508
"E12000007","London",,,"E09000005","Brent",,,2034429,336325,102745,1595359,91784,3664,20747,4952,101333,15744
"E12000007","London",,,"E09000006","Bromley",,,2664484,476765,107920,2079799,116157,4104,19524,5528,126833,16398
"E12000007","London",,,"E09000007","Camden",,,1368940,323566,37269,1008106,92582,3495,6533,5705,79403,12696
"E12000007","London",,,"E09000008","Croydon",,,2710324,450610,168169,2091545,113174,3982,33569,5010,135602,15424
"E12000007","London",,,"E09000009","Ealing",,,2239421,433641,62031,1743749,117586,3688,11368,5457,117544,14835
"E12000007","London",,,"E09000010","Enfield",,,2125609,323578,195796,1606234,82769,3909,41431,4726,106414,15094
"E12000007","London",,,"E09000011","Greenwich",,,1572719,341437,41553,1189728,97300,3509,7355,5650,92110,12916
"E12000007","London",,,"E09000012","Hackney",,,1344254,299966,46314,997974,90539,3313,8035,5764,86815,11495
"E12000007","London",,,"E09000013","Hammersmith and Fulham",,,1216040,254665,33777,927598,75298,3382,6156,5487,73983,12538
"E12000007","London",,,"E09000014","Haringey",,,1705999,260750,122384,1322865,74227,3513,29780,4110,95204,13895
"E12000007","London",,,"E09000015","Harrow",,,1803157,245344,122569,1435244,61735,3974,25236,4857,80269,17880
"E12000007","London",,,"E09000016","Havering",,,1827002,304161,120742,1402099,75883,4008,24239,4981,94705,14805
"E12000007","London",,,"E09000017","Hillingdon",,,1911274,354531,87574,1469170,89696,3953,16863,5193,96106,15287
